Date,fear_and_greed_historical,rating
2024-01-16,72.28571428571429,greed
2024-01-17,57.21428571428572,greed
2024-01-18,66.45714285714286,greed
2024-01-19,72.82857142857144,greed
2024-01-22,72.85714285714286,greed
2024-01-23,70.25714285714287,greed
2024-01-24,72.48571428571428,greed
2024-01-25,73.22857142857143,greed
2024-01-26,73.79999999999998,greed
2024-01-29,74.11428571428573,greed
2024-01-30,74.22857142857143,greed
2024-01-31,64.11428571428573,greed
2024-02-01,72.34285714285714,greed
2024-02-02,74.60000000000001,greed
2024-02-05,73.31428571428572,greed
2024-02-06,73.20000000000002,greed
2024-02-07,73.77142857142857,greed
2024-02-08,74.60000000000001,greed
2024-02-09,75.42857142857143,extreme greed
2024-02-12,75.82857142857144,extreme greed
2024-02-13,66.74285714285715,greed
2024-02-14,67.51428571428572,greed
2024-02-15,73.85714285714286,greed
2024-02-16,73.48571428571428,greed
2024-02-20,63.74285714285715,greed
2024-02-21,63.7,greed
2024-02-22,73.94285714285715,greed
2024-02-23,73.34285714285714,greed
2024-02-26,71.91428571428573,greed
2024-02-27,75.77142857142859,extreme greed
2024-02-28,76.77142857142859,extreme greed
2024-02-29,77.45714285714287,extreme greed
2024-03-01,76.82857142857142,extreme greed
2024-03-04,79.22857142857143,extreme greed
2024-03-05,76.11428571428571,extreme greed
2024-03-06,72.54285714285714,greed
2024-03-07,73.85714285714286,greed
2024-03-08,70.02857142857144,greed
2024-03-11,62.771428571428565,greed
2024-03-12,72.2,greed
2024-03-13,71.77142857142857,greed
2024-03-14,70.4,greed
2024-03-15,68.62857142857143,greed
2024-03-18,70.74285714285715,greed
2024-03-19,70.85714285714286,greed
2024-03-20,69.62857142857145,greed
2024-03-21,71.37142857142858,greed
2024-03-22,69.51428571428572,greed
2024-03-25,67.42857142857143,greed
2024-03-26,67.91428571428573,greed
2024-03-27,69.77142857142859,greed
2024-03-28,68.77142857142857,greed
2024-04-01,71.25714285714287,greed
2024-04-02,71.14285714285715,greed
2024-04-03,69.4,greed
2024-04-04,53.800000000000004,neutral
2024-04-05,58.10000000000001,greed
2024-04-08,64.02857142857144,greed
2024-04-09,59.62857142857144,greed
2024-04-10,49.67142857142858,neutral
2024-04-11,56.65714285714286,greed
2024-04-12,45.01428571428572,neutral
2024-04-15,38.4,fear
2024-04-16,35.11428571428572,fear
2024-04-17,31.157142857142862,fear
2024-04-18,30.400000000000006,fear
2024-04-19,27.671428571428574,fear
2024-04-22,34.17142857142857,fear
2024-04-23,36.57142857142857,fear
2024-04-24,37.48571428571429,fear
2024-04-25,39.08571428571429,fear
2024-04-26,40.51428571428572,fear
2024-04-29,42.42857142857143,fear
2024-04-30,40.542857142857144,fear
2024-05-01,40.51428571428572,fear
2024-05-02,42.228571428571435,fear
2024-05-03,43.25714285714286,fear
2024-05-06,39.0,fear
2024-05-07,37.17142857142858,fear
2024-05-08,38.17142857142857,fear
2024-05-09,42.228571428571435,fear
2024-05-10,46.028571428571425,neutral
2024-05-13,48.114285714285714,neutral
2024-05-14,55.285714285714285,greed
2024-05-15,59.371428571428574,greed
2024-05-16,62.314285714285724,greed
2024-05-17,62.800000000000004,greed
2024-05-20,60.42857142857143,greed
2024-05-21,59.42857142857143,greed
2024-05-22,58.51428571428572,greed
2024-05-23,52.37142857142857,neutral
2024-05-24,51.74285714285714,neutral
2024-05-28,54.685714285714276,neutral
2024-05-29,49.971428571428575,neutral
2024-05-30,45.08571428571429,neutral
2024-05-31,48.42857142857144,neutral
2024-06-03,45.48571428571429,neutral
2024-06-04,47.628571428571426,neutral
2024-06-05,51.142857142857146,neutral
2024-06-06,45.31428571428571,neutral
2024-06-07,43.4,fear
2024-06-10,44.74285714285715,fear
2024-06-11,44.4,fear
2024-06-12,46.57142857142857,neutral
2024-06-13,44.57142857142858,fear
2024-06-14,41.11428571428572,fear
2024-06-17,43.285714285714285,fear
2024-06-18,41.28571428571429,fear
2024-06-20,38.714285714285715,fear
2024-06-21,39.05714285714286,fear
2024-06-24,37.77142857142858,fear
2024-06-25,37.285714285714285,fear
2024-06-26,40.88571428571429,fear
2024-06-27,45.51428571428571,neutral
2024-06-28,44.31428571428571,fear
2024-07-01,47.94285714285714,neutral
2024-07-02,49.74285714285714,neutral
2024-07-03,48.371428571428574,neutral
2024-07-05,49.714285714285715,neutral
2024-07-08,51.057142857142864,neutral
2024-07-09,50.57142857142856,neutral
2024-07-10,54.60000000000001,neutral
2024-07-11,49.4,neutral
2024-07-12,54.371428571428574,neutral
2024-07-15,57.74285714285715,greed
2024-07-16,57.02857142857143,greed
2024-07-17,46.114285714285714,neutral
2024-07-18,45.94285714285714,neutral
2024-07-19,43.0,fear
2024-07-22,48.42857142857144,neutral
2024-07-23,46.857142857142854,neutral
2024-07-24,38.614285714285714,fear
2024-07-25,39.07142857142857,fear
2024-07-26,42.542857142857144,fear
2024-07-29,42.07142857142857,fear
2024-07-30,40.800000000000004,fear
2024-07-31,46.885714285714286,neutral
2024-08-01,32.4137432188065,fear
2024-08-02,27.2,fear
2024-08-05,16.573897707231,extreme fear
2024-08-06,23.6836236933798,extreme fear
2024-08-07,19.7593803786575,extreme fear
2024-08-08,23.952380952381,extreme fear
2024-08-09,23.4571428571429,extreme fear
2024-08-12,21.9428571428571,extreme fear
2024-08-13,25.0857142857143,fear
2024-08-14,27.6,fear
2024-08-15,33.1142857142857,fear
2024-08-16,35.4285714285714,fear
2024-08-19,46.9428571428571,neutral
2024-08-20,47.2857142857143,neutral
2024-08-21,51.7428571428571,neutral
2024-08-22,48.4,neutral
2024-08-23,54.8285714285714,neutral
2024-08-26,43.6285714285714,fear
2024-08-27,55.0,neutral
2024-08-28,56.2285714285714,greed
2024-08-29,60.1142857142857,greed
2024-08-30,62.9714285714286,greed
2024-09-03,54.1428571428571,neutral
2024-09-04,49.7428571428571,neutral
2024-09-05,47.5714285714286,neutral
2024-09-06,39.2571428571429,fear
2024-09-09,40.8857142857143,fear
2024-09-10,38.4571428571429,fear
2024-09-11,39.0857142857143,fear
2024-09-12,44.8,fear
2024-09-13,47.4857142857143,neutral
2024-09-16,50.6857142857143,neutral
2024-09-17,50.6857142857143,neutral
2024-09-17,50.6857142857143,neutral
